web-scraper-order,web-scraper-start-url,URL,URL-href,abstracts,citations
"1707306153-271","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","Prophylactic TNF blockade uncouples efficacy and toxicity in dual CTLA-4 and PD-1 immunotherapy","https://www.nature.com/articles/s41586-019-1162-y","Combined PD-1 and CTLA-4-targeted immunotherapy with nivolumab and ipilimumab is effective against melanoma, renal cell carcinoma and non-small-cell lung cancer1,2,3. However, this comes at the cost of frequent, serious immune-related adverse events, necessitating a reduction in the recommended dose of ipilimumab that is given to patients4. In mice, co-treatment with surrogate anti-PD-1 and anti-CTLA-4 monoclonal antibodies is effective in transplantable cancer models, but also exacerbates autoimmune colitis. Here we show that treating mice with clinically available TNF inhibitors concomitantly with combined CTLA-4 and PD-1 immunotherapy ameliorates colitis and, in addition, improves anti-tumour efficacy. Notably, TNF is upregulated in the intestine of patients suffering from colitis after dual ipilimumab and nivolumab treatment. We created a model in which Rag2−/−Il2rg−/− mice were adoptively transferred with human peripheral blood mononuclear cells, causing graft-versus-host disease that was further exacerbated by ipilimumab and nivolumab treatment. When human colon cancer cells were xenografted into these mice, prophylactic blockade of human TNF improved colitis and hepatitis in xenografted mice, and moreover, immunotherapeutic control of xenografted tumours was retained. Our results provide clinically feasible strategies to dissociate efficacy and toxicity in the use of combined immune checkpoint blockade for cancer immunotherapy.","270 Citations"
"1707306157-272","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","78Ni revealed as a doubly magic stronghold against nuclear deformation","https://www.nature.com/articles/s41586-019-1155-x","Nuclear magic numbers correspond to fully occupied energy shells of protons or neutrons inside atomic nuclei. Doubly magic nuclei, with magic numbers for both protons and neutrons, are spherical and extremely rare across the nuclear landscape. Although the sequence of magic numbers is well established for stable nuclei, experimental evidence has revealed modifications for nuclei with a large asymmetry between proton and neutron numbers. Here we provide a spectroscopic study of the doubly magic nucleus 78Ni, which contains fourteen neutrons more than the heaviest stable nickel isotope. We provide direct evidence of its doubly magic nature, which is also predicted by ab initio calculations based on chiral effective-field theory interactions and the quasi-particle random-phase approximation. Our results also indicate the breakdown of the neutron magic number 50 and proton magic number 28 beyond this stronghold, caused by a competing deformed structure. State-of-the-art phenomenological shell-model calculations reproduce this shape coexistence, predicting a rapid transition from spherical to deformed ground states, with 78Ni as the turning point.","113 Citations"
"1707306160-273","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","Innervation of thermogenic adipose tissue via a calsyntenin 3β–S100b axis","https://www.nature.com/articles/s41586-019-1156-9","The sympathetic nervous system drives brown and beige adipocyte thermogenesis through the release of noradrenaline from local axons. However, the molecular basis of higher levels of sympathetic innervation of thermogenic fat, compared to white fat, has remained unknown. Here we show that thermogenic adipocytes express a previously unknown, mammal-specific protein of the endoplasmic reticulum that we term calsyntenin 3β. Genetic loss or gain of expression of calsyntenin 3β in adipocytes reduces or enhances functional sympathetic innervation, respectively, in adipose tissue. Ablation of calsyntenin 3β predisposes mice on a high-fat diet to obesity. Mechanistically, calsyntenin 3β promotes endoplasmic-reticulum localization and secretion of S100b—a protein that lacks a signal peptide—from brown adipocytes. S100b stimulates neurite outgrowth from sympathetic neurons in vitro. A deficiency of S100b phenocopies deficiency of calsyntenin 3β, and forced expression of S100b in brown adipocytes rescues the defective sympathetic innervation that is caused by ablation of calsyntenin 3β. Our data reveal a mammal-specific mechanism of communication between thermogenic adipocytes and sympathetic neurons.","117 Citations"
"1707306165-274","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","Twentieth-century hydroclimate changes consistent with human influence","https://www.nature.com/articles/s41586-019-1149-8","Although anthropogenic climate change is expected to have caused large shifts in temperature and rainfall, the detection of human influence on global drought has been complicated by large internal variability and the brevity of observational records. Here we address these challenges using reconstructions of the Palmer drought severity index obtained with data from tree rings that span the past millennium. We show that three distinct periods are identifiable in climate models, observations and reconstructions during the twentieth century. In recent decades (1981 to present), the signal of greenhouse gas forcing is present but not yet detectable at high confidence. Observations and reconstructions differ significantly from an expected pattern of greenhouse gas forcing around mid-century (1950–1975), coinciding with a global increase in aerosol forcing. In the first half of the century (1900–1949), however, a signal of greenhouse-gas-forced change is robustly detectable. Multiple observational datasets and reconstructions using data from tree rings confirm that human activities were probably affecting the worldwide risk of droughts as early as the beginning of the twentieth century.","172 Citations"
"1707306169-275","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","RB constrains lineage fidelity and multiple stages of tumour progression and metastasis","https://www.nature.com/articles/s41586-019-1172-9","Mutations in the retinoblastoma (RB) tumour suppressor pathway are a hallmark of cancer and a prevalent feature of lung adenocarcinoma1,2,3. Although RB was the first tumour suppressor to be identified, the molecular and cellular basis that underlies selection for persistent RB loss in cancer remains unclear4,5,6. Methods that reactivate the RB pathway using inhibitors of cyclin-dependent kinases CDK4 and CDK6 are effective in some cancer types and are currently under evaluation for the treatment of lung adenocarcinoma7,8,9. Whether RB pathway reactivation will have therapeutic effects and whether targeting CDK4 and CDK6 is sufficient to reactivate RB pathway activity in lung cancer remains unknown. Here we model RB loss during lung adenocarcinoma progression and pathway reactivation in established oncogenic KRAS-driven tumours in mice. We show that RB loss enables cancer cells to bypass two distinct barriers during tumour progression. First, RB loss abrogates the requirement for amplification of the MAPK signal during malignant progression. We identify CDK2-dependent phosphorylation of RB as an effector of MAPK signalling and critical mediator of resistance to inhibition of CDK4 and CDK6. Second, RB inactivation deregulates the expression of cell-state-determining factors, facilitates lineage infidelity and accelerates the acquisition of metastatic competency. By contrast, reactivation of RB reprograms advanced tumours towards a less metastatic cell state, but is nevertheless unable to halt cancer cell proliferation and tumour growth due to adaptive rewiring of MAPK pathway signalling, which restores a CDK-dependent suppression of RB. Our study demonstrates the power of reversible gene perturbation approaches to identify molecular mechanisms of tumour progression, causal relationships between genes and the tumour suppressive programs that they control and critical determinants of successful cancer therapy.","53 Citations"
"1707306173-276","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","Arabidopsis FLL2 promotes liquid–liquid phase separation of polyadenylation complexes","https://www.nature.com/articles/s41586-019-1165-8","An important component of cellular biochemistry is the concentration of proteins and nucleic acids in non-membranous compartments1,2. These biomolecular condensates are formed from processes that include liquid–liquid phase separation. The multivalent interactions necessary for liquid–liquid phase separation have been extensively studied in vitro1,3. However, the regulation of this process in vivo is poorly understood. Here we identify an in vivo regulator of liquid–liquid phase separation through a genetic screen targeting factors required for Arabidopsis RNA-binding protein FCA function. FCA contains prion-like domains that phase-separate in vitro, and exhibits behaviour in vivo that is consistent with phase separation. The mutant screen identified a functional requirement for FLL2, a coiled-coil protein, in the formation of FCA nuclear bodies. FCA reduces transcriptional read-through by promoting proximal polyadenylation at many sites in the Arabidopsis genome3,4. FLL2 was required to promote this proximal polyadenylation, but not the binding of FCA to target RNA. Ectopic expression of FLL2 increased the size and number of FCA nuclear bodies. Crosslinking with formaldehyde captured in vivo interactions between FLL2, FCA and the polymerase and nuclease modules of the RNA 3′-end processing machinery. These 3′ RNA-processing components colocalized with FCA in the nuclear bodies in vivo, which indicates that FCA nuclear bodies compartmentalize 3′-end processing factors to enhance polyadenylation at specific sites. Our findings show that coiled-coil proteins can promote liquid–liquid phase separation, which expands our understanding of the principles that govern the in vivo dynamics of liquid-like bodies.","152 Citations"
"1707306176-277","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","Childhood cerebellar tumours mirror conserved fetal transcriptional programs","https://www.nature.com/articles/s41586-019-1158-7","Study of the origin and development of cerebellar tumours has been hampered by the complexity and heterogeneity of cerebellar cells that change over the course of development. Here we use single-cell transcriptomics to study more than 60,000 cells from the developing mouse cerebellum and show that different molecular subgroups of childhood cerebellar tumours mirror the transcription of cells from distinct, temporally restricted cerebellar lineages. The Sonic Hedgehog medulloblastoma subgroup transcriptionally mirrors the granule cell hierarchy as expected, while group 3 medulloblastoma resembles Nestin+ stem cells, group 4 medulloblastoma resembles unipolar brush cells, and PFA/PFB ependymoma and cerebellar pilocytic astrocytoma resemble the prenatal gliogenic progenitor cells. Furthermore, single-cell transcriptomics of human childhood cerebellar tumours demonstrates that many bulk tumours contain a mixed population of cells with divergent differentiation. Our data highlight cerebellar tumours as a disorder of early brain development and provide a proximate explanation for the peak incidence of cerebellar tumours in early childhood.","231 Citations"
"1707306180-278","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=31","Externalized histone H4 orchestrates chronic inflammation by inducing lytic cell death","https://www.nature.com/articles/s41586-019-1167-6","The perpetuation of inflammation is an important pathophysiological contributor to the global medical burden. Chronic inflammation is promoted by non-programmed cell death1,2; however, how inflammation is instigated, its cellular and molecular mediators, and its therapeutic value are poorly defined. Here we use mouse models of atherosclerosis—a major underlying cause of mortality worldwide—to demonstrate that extracellular histone H4-mediated membrane lysis of smooth muscle cells (SMCs) triggers arterial tissue damage and inflammation. We show that activated lesional SMCs attract neutrophils, triggering the ejection of neutrophil extracellular traps that contain nuclear proteins. Among them, histone H4 binds to and lyses SMCs, leading to the destabilization of plaques; conversely, the neutralization of histone H4 prevents cell death of SMCs and stabilizes atherosclerotic lesions. Our data identify a form of cell death found at the core of chronic vascular disease that is instigated by leukocytes and can be targeted therapeutically.","241 Citations"
"1707306185-279","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","A nearby neutron-star merger explains the actinide abundances in the early Solar System","https://www.nature.com/articles/s41586-019-1113-7","A growing body of evidence indicates that binary neutron-star mergers are the primary origin of heavy elements produced exclusively through rapid neutron capture1,2,3,4 (the ‘r-process’). As neutron-star mergers occur infrequently, their deposition of radioactive isotopes into the pre-solar nebula could have been dominated by a few nearby events. Although short-lived r-process isotopes—with half-lives shorter than 100 million years—are no longer present in the Solar System, their abundances in the early Solar System are known because their daughter products were preserved in high-temperature condensates found in meteorites5. Here we report that abundances of short-lived r-process isotopes in the early Solar System point to their origin in neutron-star mergers, and indicate substantial deposition by a single nearby merger event. By comparing numerical simulations with the early Solar System abundance ratios of actinides produced exclusively through the r-process, we constrain the rate of occurrence of their Galactic production sites to within about 1−100 per million years. This is consistent with observational estimates of neutron-star merger rates6,7,8, but rules out supernovae and stellar sources. We further find that there was probably a single nearby merger that produced much of the curium and a substantial fraction of the plutonium present in the early Solar System. Such an event may have occurred about 300 parsecs away from the pre-solar nebula, approximately 80 million years before the formation of the Solar System.","27 Citations"
"1707306188-280","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","High-temperature bulk metallic glasses developed by combinatorial methods","https://www.nature.com/articles/s41586-019-1145-z","Since their discovery in 19601, metallic glasses based on a wide range of elements have been developed2. However, the theoretical prediction of glass-forming compositions is challenging and the discovery of alloys with specific properties has so far largely been the result of trial and error3,4,5,6,7,8. Bulk metallic glasses can exhibit strength and elasticity surpassing those of conventional structural alloys9,10,11, but the mechanical properties of these glasses are critically dependent on the glass transition temperature. At temperatures approaching the glass transition, bulk metallic glasses undergo plastic flow, resulting in a substantial decrease in quasi-static strength. Bulk metallic glasses with glass transition temperatures greater than 1,000 kelvin have been developed, but the supercooled liquid region (between the glass transition and the crystallization temperature) is narrow, resulting in very little thermoplastic formability, which limits their practical applicability. Here we report the design of iridium/nickel/tantalum metallic glasses (and others also containing boron) with a glass transition temperature of up to 1,162 kelvin and a supercooled liquid region of 136 kelvin that is wider than that of most existing metallic glasses12. Our Ir–Ni–Ta–(B) glasses exhibit high strength at high temperatures compared to existing alloys: 3.7 gigapascals at 1,000 kelvin9,13. Their glass-forming ability is characterized by a critical casting thickness of three millimetres, suggesting that small-scale components for applications at high temperatures or in harsh environments can readily be obtained by thermoplastic forming14. To identify alloys of interest, we used a simplified combinatorial approach6,7,8 harnessing a previously reported correlation between glass-forming ability and electrical resistivity15,16,17. This method is non-destructive, allowing subsequent testing of a range of physical properties on the same library of samples. The practicality of our design and discovery approach, exemplified by the identification of high-strength, high-temperature bulk metallic glasses, bodes well for enabling the discovery of other glassy alloys with exciting properties.","172 Citations"
"1707306191-281","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Industrial-era decline in subarctic Atlantic productivity","https://www.nature.com/articles/s41586-019-1181-8","Marine phytoplankton have a crucial role in the modulation of marine-based food webs1, fishery yields2 and the global drawdown of atmospheric carbon dioxide3. However, owing to sparse measurements before satellite monitoring in the twenty-first century, the long-term response of planktonic stocks to climate forcing is unknown. Here, using a continuous, multi-century record of subarctic Atlantic marine productivity, we show that a marked 10 ± 7% decline in net primary productivity has occurred across this highly productive ocean basin over the past two centuries. We support this conclusion by the application of a marine-productivity proxy, established using the signal of the planktonic-derived aerosol methanesulfonic acid, which is commonly identified across an array of Greenlandic ice cores. Using contemporaneous satellite-era observations, we demonstrate the use of this signal as a robust and high-resolution proxy for past variations in spatially integrated marine productivity. We show that the initiation of declining subarctic Atlantic productivity broadly coincides with the onset of Arctic surface warming4, and that productivity strongly covaries with regional sea-surface temperatures and basin-wide gyre circulation strength over recent decades. Taken together, our results suggest that the decline in industrial-era productivity may be evidence of the predicted5 collapse of northern Atlantic planktonic stocks in response to a weakened Atlantic Meridional Overturning Circulation6,7,8. Continued weakening of this Atlantic Meridional Overturning Circulation, as projected for the twenty-first century9,10, may therefore result in further productivity declines across this globally relevant region.","55 Citations"
"1707306195-282","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Mapping the world’s free-flowing rivers","https://www.nature.com/articles/s41586-019-1111-9","Free-flowing rivers (FFRs) support diverse, complex and dynamic ecosystems globally, providing important societal and economic services. Infrastructure development threatens the ecosystem processes, biodiversity and services that these rivers support. Here we assess the connectivity status of 12 million kilometres of rivers globally and identify those that remain free-flowing in their entire length. Only 37 per cent of rivers longer than 1,000 kilometres remain free-flowing over their entire length and 23 per cent flow uninterrupted to the ocean. Very long FFRs are largely restricted to remote regions of the Arctic and of the Amazon and Congo basins. In densely populated areas only few very long rivers remain free-flowing, such as the Irrawaddy and Salween. Dams and reservoirs and their up- and downstream propagation of fragmentation and flow regulation are the leading contributors to the loss of river connectivity. By applying a new method to quantify riverine connectivity and map FFRs, we provide a foundation for concerted global and national strategies to maintain or restore them.","1127 Citations"
"1707306199-283","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Sensory experience remodels genome architecture in neural circuit to drive motor learning","https://www.nature.com/articles/s41586-019-1190-7","Neuronal-activity-dependent transcription couples sensory experience to adaptive responses of the brain including learning and memory. Mechanisms of activity-dependent gene expression including alterations of the epigenome have been characterized1,2,3,4,5,6,7,8. However, the fundamental question of whether sensory experience remodels chromatin architecture in the adult brain in vivo to induce neural code transformations and learning and memory remains to be addressed. Here we use in vivo calcium imaging, optogenetics and pharmacological approaches to show that granule neuron activation in the anterior dorsal cerebellar vermis has a crucial role in a delay tactile startle learning paradigm in mice. Of note, using large-scale transcriptome and chromatin profiling, we show that activation of the motor-learning-linked granule neuron circuit reorganizes neuronal chromatin including through long-distance enhancer–promoter and transcriptionally active compartment interactions to orchestrate distinct granule neuron gene expression modules. Conditional CRISPR knockout of the chromatin architecture regulator cohesin in anterior dorsal cerebellar vermis granule neurons in adult mice disrupts enhancer–promoter interactions, activity-dependent transcription and motor learning. These findings define how sensory experience patterns chromatin architecture and neural circuit coding in the brain to drive motor learning.","52 Citations"
"1707306202-284","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","All-optical spiking neurosynaptic networks with self-learning capabilities","https://www.nature.com/articles/s41586-019-1157-8","Software implementations of brain-inspired computing underlie many important computational tasks, from image processing to speech recognition, artificial intelligence and deep learning applications. Yet, unlike real neural tissue, traditional computing architectures physically separate the core computing functions of memory and processing, making fast, efficient and low-energy computing difficult to achieve. To overcome such limitations, an attractive alternative is to design hardware that mimics neurons and synapses. Such hardware, when connected in networks or neuromorphic systems, processes information in a way more analogous to brains. Here we present an all-optical version of such a neurosynaptic system, capable of supervised and unsupervised learning. We exploit wavelength division multiplexing techniques to implement a scalable circuit architecture for photonic neural networks, successfully demonstrating pattern recognition directly in the optical domain. Such photonic neurosynaptic networks promise access to the high speed and high bandwidth inherent to optical systems, thus enabling the direct processing of optical telecommunication and visual data.","793 Citations"
"1707306205-285","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","A new Jurassic scansoriopterygid and the loss of membranous wings in theropod dinosaurs","https://www.nature.com/articles/s41586-019-1137-z","Powered flight evolved independently in vertebrates in the pterosaurs, birds and bats, each of which has a different configuration of the bony elements and epidermal structures that form the wings1,2. Whereas the early fossil records of pterosaurs and bats are sparse, mounting evidence (primarily from China) of feathered non-avian dinosaurs and stemward avians that derive primarily from the Middle–Upper Jurassic and Lower Cretaceous periods has enabled the slow piecing together of the origins of avian flight3,4. These fossils demonstrate that, close to the origin of flight, dinosaurs closely related to birds were experimenting with a diversity of wing structures3,5. One of the most surprising of these is that of the scansoriopterygid (Theropoda, Maniraptora) Yi qi, which has membranous wings—a flight apparatus that was previously unknown among theropods but that is used by both the pterosaur and bat lineages6. This observation was not universally accepted7. Here we describe a newly identified scansoriopterygid—which we name Ambopteryx longibrachium, gen. et sp. nov.—from the Upper Jurassic period. This specimen provides support for the widespread existence of membranous wings and the styliform element in the Scansoriopterygidae, as well as evidence for the diet of this enigmatic theropod clade. Our analyses show that marked changes in wing architecture evolved near the split between the Scansoriopterygidae and the avian lineage, as the two clades travelled along very different paths to becoming volant. The membranous wings supported by elongate forelimbs that are present in scansoriopterygids probably represent a short-lived experimentation with volant behaviour, and feathered wings were ultimately favoured during the later evolution of Paraves.","47 Citations"
"1707306209-286","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Time-resolved protein activation by proximal decaging in living systems","https://www.nature.com/articles/s41586-019-1188-1","A universal gain-of-function approach for selective and temporal control of protein activity in living systems is crucial to understanding dynamic cellular processes. Here we report development of a computationally aided and genetically encoded proximal decaging (hereafter, CAGE-prox) strategy that enables time-resolved activation of a broad range of proteins in living cells and mice. Temporal blockage of protein activity was computationally designed and realized by genetic incorporation of a photo-caged amino acid in proximity to the functional site of the protein, which can be rapidly removed upon decaging, resulting in protein re-activation. We demonstrate the wide applicability of our method on diverse protein families, which enabled orthogonal tuning of cell signalling and immune responses, temporal profiling of proteolytic substrates upon caspase activation as well as the development of protein-based pro-drug therapy. We envision that CAGE-prox will open opportunities for the gain-of-function study of proteins and dynamic biological processes with high precision and temporal resolution.","135 Citations"
"1707306213-287","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Three-dimensional quantum Hall effect and metal–insulator transition in ZrTe5","https://www.nature.com/articles/s41586-019-1180-9","The discovery of the quantum Hall effect (QHE)1,2 in two-dimensional electronic systems has given topology a central role in condensed matter physics. Although the possibility of generalizing the QHE to three-dimensional (3D) electronic systems3,4 was proposed decades ago, it has not been demonstrated experimentally. Here we report the experimental realization of the 3D QHE in bulk zirconium pentatelluride (ZrTe5) crystals. We perform low-temperature electric-transport measurements on bulk ZrTe5 crystals under a magnetic field and achieve the extreme quantum limit, where only the lowest Landau level is occupied, at relatively low magnetic fields. In this regime, we observe a dissipationless longitudinal resistivity close to zero, accompanied by a well-developed Hall resistivity plateau proportional to half of the Fermi wavelength along the field direction. This response is the signature of the 3D QHE and strongly suggests a Fermi surface instability driven by enhanced interaction effects in the extreme quantum limit. By further increasing the magnetic field, both the longitudinal and Hall resistivity increase considerably and display a metal–insulator transition, which represents another magnetic-field-driven quantum phase transition. Our findings provide experimental evidence of the 3D QHE and a promising platform for further exploration of exotic quantum phases and transitions in 3D systems.","197 Citations"
"1707306217-288","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","An ultra-stable gold-coordinated protein cage displaying reversible assembly","https://www.nature.com/articles/s41586-019-1185-4","Symmetrical protein cages have evolved to fulfil diverse roles in nature, including compartmentalization and cargo delivery1, and have inspired synthetic biologists to create novel protein assemblies via the precise manipulation of protein–protein interfaces. Despite the impressive array of protein cages produced in the laboratory, the design of inducible assemblies remains challenging2,3. Here we demonstrate an ultra-stable artificial protein cage, the assembly and disassembly of which can be controlled by metal coordination at the protein–protein interfaces. The addition of a gold (i)-triphenylphosphine compound to a cysteine-substituted, 11-mer protein ring triggers supramolecular self-assembly, which generates monodisperse cage structures with masses greater than 2 MDa. The geometry of these structures is based on the Archimedean snub cube and is, to our knowledge, unprecedented. Cryo-electron microscopy confirms that the assemblies are held together by 120 S–Aui–S staples between the protein oligomers, and exist in two chiral forms. The cage shows extreme chemical and thermal stability, yet it readily disassembles upon exposure to reducing agents. As well as gold, mercury(ii) is also found to enable formation of the protein cage. This work establishes an approach for linking protein components into robust, higher-order structures, and expands the design space available for supramolecular assemblies to include previously unexplored geometries.","109 Citations"
"1707306223-289","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Atomic rheology of gold nanojunctions","https://www.nature.com/articles/s41586-019-1178-3","Despite extensive investigations of dissipation and deformation processes in micro- and nano-sized metallic samples1,2,3,4,5,6,7, the mechanisms at play during the deformation of systems with ultimate (molecular) size remain unknown. Although metallic nanojunctions, which are obtained by stretching metallic wires down to the atomic level, are typically used to explore atomic-scale contacts5,8,9,10,11, it has not been possible until now to determine the full equilibrium and non-equilibrium rheological flow properties of matter at such scales. Here, by using an atomic-force microscope equipped with a quartz tuning fork, we combine electrical and rheological measurements on ångström-size gold junctions to study the non-linear rheology of this model atomic system. By subjecting the junction to increasing subnanometric deformations we observe a transition from a purely elastic regime to a plastic one, and eventually to a viscous-like fluidized regime, similar to the rheology of soft yielding materials12,13,14, although orders of magnitude different in length scale. The fluidized state furthermore exhibits capillary attraction, as expected for liquid capillary bridges. This shear fluidization cannot be captured by classical models of friction between atomic planes15,16 and points to an unexpected dissipative behaviour of defect-free metallic junctions at ultimate scales. Atomic rheology is therefore a powerful tool that can be used to probe the structural reorganization of atomic contacts.","13 Citations"
"1707306226-290","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Aqueous Li-ion battery enabled by halogen conversion–intercalation chemistry in graphite","https://www.nature.com/articles/s41586-019-1175-6","The use of ‘water-in-salt’ electrolytes has considerably expanded the electrochemical window of aqueous lithium-ion batteries to 3 to 4 volts, making it possible to couple high-voltage cathodes with low-potential graphite anodes1,2,3,4. However, the limited lithium intercalation capacities (less than 200 milliampere-hours per gram) of typical transition-metal-oxide cathodes5,6 preclude higher energy densities. Partial7,8 or exclusive9 anionic redox reactions may achieve higher capacity, but at the expense of reversibility. Here we report a halogen conversion–intercalation chemistry in graphite that produces composite electrodes with a capacity of 243 milliampere-hours per gram (for the total weight of the electrode) at an average potential of 4.2 volts versus Li/Li+. Experimental characterization and modelling attribute this high specific capacity to a densely packed stage-I graphite intercalation compound, C3.5[Br0.5Cl0.5], which can form reversibly in water-in-bisalt electrolyte. By coupling this cathode with a passivated graphite anode, we create a 4-volt-class aqueous Li-ion full cell with an energy density of 460 watt-hours per kilogram of total composite electrode and about 100 per cent Coulombic efficiency. This anion conversion–intercalation mechanism combines the high energy densities of the conversion reactions, the excellent reversibility of the intercalation mechanism and the improved safety of aqueous batteries.","566 Citations"
"1707306232-291","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Hypo-osmotic-like stress underlies general cellular defects of aneuploidy","https://www.nature.com/articles/s41586-019-1187-2","Aneuploidy, which refers to unbalanced chromosome numbers, represents a class of genetic variation that is associated with cancer, birth defects and eukaryotic micro-organisms1,2,3,4. Whereas it is known that each aneuploid chromosome stoichiometry can give rise to a distinct pattern of gene expression and phenotypic profile4,5, it remains a fundamental question as to whether there are common cellular defects that are associated with aneuploidy. Here we show the existence in budding yeast of a common aneuploidy gene-expression signature that is suggestive of hypo-osmotic stress, using a strategy that enables the observation of common transcriptome changes of aneuploidy by averaging out karyotype-specific dosage effects in aneuploid yeast-cell populations with random and diverse chromosome stoichiometry. Consistently, aneuploid yeast exhibited increased plasma-membrane stress that led to impaired endocytosis, and this defect was also observed in aneuploid human cells. Thermodynamic modelling showed that hypo-osmotic-like stress is a general outcome of the proteome imbalance that is caused by aneuploidy, and also predicted a relationship between ploidy and cell size that was observed in yeast and aneuploid cancer cells. A genome-wide screen uncovered a general dependency of aneuploid cells on a pathway of ubiquitin-mediated endocytic recycling of nutrient transporters. Loss of this pathway, coupled with the endocytic defect inherent to aneuploidy, leads to a marked alteration of intracellular nutrient homeostasis.","46 Citations"
"1707306235-292","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","Charting cellular identity during human in vitro β-cell differentiation","https://www.nature.com/articles/s41586-019-1168-5","In vitro differentiation of human stem cells can produce pancreatic β-cells; the loss of this insulin-secreting cell type underlies type 1 diabetes. Here, as a step towards understanding this differentiation process, we report the transcriptional profiling of more than 100,000 human cells undergoing in vitro β-cell differentiation, and describe the cells that emerged. We resolve populations that correspond to β-cells, α-like poly-hormonal cells, non-endocrine cells that resemble pancreatic exocrine cells and a previously unreported population that resembles enterochromaffin cells. We show that endocrine cells maintain their identity in culture in the absence of exogenous growth factors, and that changes in gene expression associated with in vivo β-cell maturation are recapitulated in vitro. We implement a scalable re-aggregation technique to deplete non-endocrine cells and identify CD49a (also known as ITGA1) as a surface marker of the β-cell population, which allows magnetic sorting to a purity of 80%. Finally, we use a high-resolution sequencing time course to characterize gene-expression dynamics during the induction of human pancreatic endocrine cells, from which we develop a lineage model of in vitro β-cell differentiation. This study provides a perspective on human stem-cell differentiation, and will guide future endeavours that focus on the differentiation of pancreatic islet cells, and their applications in regenerative medicine.","286 Citations"
"1707306240-293","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=30","MicroRNA therapy stimulates uncontrolled cardiac repair after myocardial infarction in pigs","https://www.nature.com/articles/s41586-019-1191-6","Prompt coronary catheterization and revascularization have markedly improved the outcomes of myocardial infarction, but have also resulted in a growing number of surviving patients with permanent structural damage of the heart, which frequently leads to heart failure. There is an unmet clinical need for treatments for this condition1, particularly given the inability of cardiomyocytes to replicate and thereby regenerate the lost contractile tissue2. Here we show that expression of human microRNA-199a in infarcted pig hearts can stimulate cardiac repair. One month after myocardial infarction and delivery of this microRNA through an adeno-associated viral vector, treated animals showed marked improvements in both global and regional contractility, increased muscle mass and reduced scar size. These functional and morphological findings correlated with cardiomyocyte de-differentiation and proliferation. However, subsequent persistent and uncontrolled expression of the microRNA resulted in sudden arrhythmic death of most of the treated pigs. Such events were concurrent with myocardial infiltration of proliferating cells displaying a poorly differentiated myoblastic phenotype. These results show that achieving cardiac repair through the stimulation of endogenous cardiomyocyte proliferation is attainable in large mammals, however dosage of this therapy needs to be tightly controlled.","301 Citations"
