web-scraper-order,web-scraper-start-url,URL,URL-href,abstract,Citations
"1707258583-55","https://www.nature.com/nature/research-articles?year=2016&page=43","Schizophrenia risk from complex variation of complement component 4","https://www.nature.com/articles/nature16549","","1394 Citations"
"1707258586-56","https://www.nature.com/nature/research-articles?year=2016&page=43","NEK7 is an essential mediator of NLRP3 activation downstream of potassium efflux","https://www.nature.com/articles/nature16959","Inflammasomes are intracellular protein complexes that drive the activation of inflammatory caspases1. So far, four inflammasomes involving NLRP1, NLRP3, NLRC4 and AIM2 have been described that recruit the common adaptor protein ASC to activate caspase-1, leading to the secretion of mature IL-1β and IL-18 proteins2,3. The NLRP3 inflammasome has been implicated in the pathogenesis of several acquired inflammatory diseases4,5 as well as cryopyrin-associated periodic fever syndromes (CAPS) caused by inherited NLRP3 mutations6,7. Potassium efflux is a common step that is essential for NLRP3 inflammasome activation induced by many stimuli8,9. Despite extensive investigation, the molecular mechanism leading to NLRP3 activation in response to potassium efflux remains unknown. Here we report the identification of NEK7, a member of the family of mammalian NIMA-related kinases (NEK proteins)10, as an NLRP3-binding protein that acts downstream of potassium efflux to regulate NLRP3 oligomerization and activation. In the absence of NEK7, caspase-1 activation and IL-1β release were abrogated in response to signals that activate NLRP3, but not NLRC4 or AIM2 inflammasomes. NLRP3-activating stimuli promoted the NLRP3–NEK7 interaction in a process that was dependent on potassium efflux. NLRP3 associated with the catalytic domain of NEK7, but the catalytic activity of NEK7 was shown to be dispensable for activation of the NLRP3 inflammasome. Activated macrophages formed a high-molecular-mass NLRP3–NEK7 complex, which, along with ASC oligomerization and ASC speck formation, was abrogated in the absence of NEK7. NEK7 was required for macrophages containing the CAPS-associated NLRP3(R258W) activating mutation to activate caspase-1. Mouse chimaeras reconstituted with wild-type, Nek7−/− or Nlrp3−/− haematopoietic cells showed that NEK7 was required for NLRP3 inflammasome activation in vivo. These studies demonstrate that NEK7 is an essential protein that acts downstream of potassium efflux to mediate NLRP3 inflammasome assembly and activation.","699 Citations"
"1707258589-57","https://www.nature.com/nature/research-articles?year=2016&page=43","Mastering the game of Go with deep neural networks and tree search","https://www.nature.com/articles/nature16961","","7815 Citations"
"1707258593-58","https://www.nature.com/nature/research-articles?year=2016&page=43","Formation of new stellar populations from gas accreted by massive young star clusters","https://www.nature.com/articles/nature16493","Stars in clusters are thought to form in a single burst from a common progenitor cloud of molecular gas. However, massive, old ‘globular’ clusters—those with ages greater than ten billion years and masses several hundred thousand times that of the Sun—often harbour multiple stellar populations1,2,3,4, indicating that more than one star-forming event occurred during their lifetimes. Colliding stellar winds from late-stage, asymptotic-giant-branch stars5,6,7 are often suggested to be triggers of second-generation star formation. For this to occur8, the initial cluster masses need to be greater than a few million solar masses. Here we report observations of three massive relatively young star clusters (1–2 billion years old) in the Magellanic Clouds that show clear evidence of burst-like star formation that occurred a few hundred million years after their initial formation era. We show that such clusters could have accreted sufficient gas to form new stars if they had orbited in their host galaxies’ gaseous disks throughout the period between their initial formation and the more recent bursts of star formation. This process may eventually give rise to the ubiquitous multiple stellar populations in globular clusters.","25 Citations"
"1707258596-59","https://www.nature.com/nature/research-articles?year=2016&page=43","Fully integrated wearable sensor arrays for multiplexed in situ perspiration analysis","https://www.nature.com/articles/nature16521","Wearable sensor technologies are essential to the realization of personalized medicine through continuously monitoring an individual’s state of health1,2,3,4,5,6,7,8,9,10,11,12. Sampling human sweat, which is rich in physiological information13, could enable non-invasive monitoring. Previously reported sweat-based and other non-invasive biosensors either can only monitor a single analyte at a time or lack on-site signal processing circuitry and sensor calibration mechanisms for accurate analysis of the physiological state14,15,16,17,18. Given the complexity of sweat secretion, simultaneous and multiplexed screening of target biomarkers is critical and requires full system integration to ensure the accuracy of measurements. Here we present a mechanically flexible and fully integrated (that is, no external analysis is needed) sensor array for multiplexed in situ perspiration analysis, which simultaneously and selectively measures sweat metabolites (such as glucose and lactate) and electrolytes (such as sodium and potassium ions), as well as the skin temperature (to calibrate the response of the sensors). Our work bridges the technological gap between signal transduction, conditioning (amplification and filtering), processing and wireless transmission in wearable biosensors by merging plastic-based sensors that interface with the skin with silicon integrated circuits consolidated on a flexible circuit board for complex signal processing. This application could not have been realized using either of these technologies alone owing to their respective inherent limitations. The wearable system is used to measure the detailed sweat profile of human subjects engaged in prolonged indoor and outdoor physical activities, and to make a real-time assessment of the physiological state of the subjects. This platform enables a wide range of personalized diagnostic and physiological monitoring applications.","2942 Citations"
"1707258600-60","https://www.nature.com/nature/research-articles?year=2016&page=43","The genome of the seagrass Zostera marina reveals angiosperm adaptation to the sea","https://www.nature.com/articles/nature16548","Seagrasses colonized the sea1 on at least three independent occasions to form the basis of one of the most productive and widespread coastal ecosystems on the planet2. Here we report the genome of Zostera marina (L.), the first, to our knowledge, marine angiosperm to be fully sequenced. This reveals unique insights into the genomic losses and gains involved in achieving the structural and physiological adaptations required for its marine lifestyle, arguably the most severe habitat shift ever accomplished by flowering plants. Key angiosperm innovations that were lost include the entire repertoire of stomatal genes3, genes involved in the synthesis of terpenoids and ethylene signalling, and genes for ultraviolet protection and phytochromes for far-red sensing. Seagrasses have also regained functions enabling them to adjust to full salinity. Their cell walls contain all of the polysaccharides typical of land plants, but also contain polyanionic, low-methylated pectins and sulfated galactans, a feature shared with the cell walls of all macroalgae4 and that is important for ion homoeostasis, nutrient uptake and O2/CO2 exchange through leaf epidermal cells. The Z. marina genome resource will markedly advance a wide range of functional ecological studies from adaptation of marine ecosystems under climate warming5,6, to unravelling the mechanisms of osmoregulation under high salinities that may further inform our understanding of the evolution of salt tolerance in crop plants7.","318 Citations"
"1707258604-61","https://www.nature.com/nature/research-articles?year=2016&page=43","The temporal scaling of Caenorhabditis elegans ageing","https://www.nature.com/articles/nature16550","The process of ageing makes death increasingly likely, involving a random aspect that produces a wide distribution of lifespan even in homogeneous populations1,2. The study of this stochastic behaviour may link molecular mechanisms to the ageing process that determines lifespan. Here, by collecting high-precision mortality statistics from large populations, we observe that interventions as diverse as changes in diet, temperature, exposure to oxidative stress, and disruption of genes including the heat shock factor hsf-1, the hypoxia-inducible factor hif-1, and the insulin/IGF-1 pathway components daf-2, age-1, and daf-16 all alter lifespan distributions by an apparent stretching or shrinking of time. To produce such temporal scaling, each intervention must alter to the same extent throughout adult life all physiological determinants of the risk of death. Organismic ageing in Caenorhabditis elegans therefore appears to involve aspects of physiology that respond in concert to a diverse set of interventions. In this way, temporal scaling identifies a novel state variable, r(t), that governs the risk of death and whose average decay dynamics involves a single effective rate constant of ageing, kr. Interventions that produce temporal scaling influence lifespan exclusively by altering kr. Such interventions, when applied transiently even in early adulthood, temporarily alter kr with an attendant transient increase or decrease in the rate of change in r and a permanent effect on remaining lifespan. The existence of an organismal ageing dynamics that is invariant across genetic and environmental contexts provides the basis for a new, quantitative framework for evaluating the manner and extent to which specific molecular processes contribute to the aspect of ageing that determines lifespan.","108 Citations"
"1707258608-62","https://www.nature.com/nature/research-articles?year=2016&page=43","Active medulloblastoma enhancers reveal subgroup-specific cellular origins","https://www.nature.com/articles/nature16546","","243 Citations"
"1707258612-63","https://www.nature.com/nature/research-articles?year=2016&page=43","Genome-wide nucleosome specificity and function of chromatin remodellers in ES cells","https://www.nature.com/articles/nature16505","ATP-dependent chromatin remodellers allow access to DNA for transcription factors and the general transcription machinery, but whether mammalian chromatin remodellers1,2,3 target specific nucleosomes to regulate transcription is unclear. Here we present genome-wide remodeller–nucleosome interaction profiles for the chromatin remodellers Chd1, Chd2, Chd4, Chd6, Chd8, Chd9, Brg1 and Ep400 in mouse embryonic stem (ES) cells. These remodellers bind one or both full nucleosomes that flank micrococcal nuclease (MNase)-defined nucleosome-free promoter regions (NFRs), where they separate divergent transcription. Surprisingly, large CpG-rich NFRs that extend downstream of annotated transcriptional start sites are nevertheless bound by non-nucleosomal or subnucleosomal histone variants (H3.3 and H2A.Z) and marked by H3K4me3 and H3K27ac modifications. RNA polymerase II therefore navigates hundreds of base pairs of altered chromatin in the sense direction before encountering an MNase-resistant nucleosome at the 3′ end of the NFR. Transcriptome analysis after remodeller depletion reveals reciprocal mechanisms of transcriptional regulation by remodellers. Whereas at active genes individual remodellers have either positive or negative roles via altering nucleosome stability, at polycomb-enriched bivalent genes the same remodellers act in an opposite manner. These findings indicate that remodellers target specific nucleosomes at the edge of NFRs, where they regulate ES cell transcriptional programs.","130 Citations"
"1707258616-64","https://www.nature.com/nature/research-articles?year=2016&page=43","Persistent HIV-1 replication maintains the tissue reservoir during therapy","https://www.nature.com/articles/nature16933","","458 Citations"
"1707258622-65","https://www.nature.com/nature/research-articles?year=2016&page=43","An essential receptor for adeno-associated virus infection","https://www.nature.com/articles/nature16465","Adeno-associated virus (AAV) vectors are currently the leading candidates for virus-based gene therapies because of their broad tissue tropism, non-pathogenic nature and low immunogenicity1. They have been successfully used in clinical trials to treat hereditary diseases such as haemophilia B (ref. 2), and have been approved for treatment of lipoprotein lipase deficiency in Europe3. Considerable efforts have been made to engineer AAV variants with novel and biomedically valuable cell tropisms to allow efficacious systemic administration1,4, yet basic aspects of AAV cellular entry are still poorly understood. In particular, the protein receptor(s) required for AAV entry after cell attachment remains unknown. Here we use an unbiased genetic screen to identify proteins essential for AAV serotype 2 (AAV2) infection in a haploid human cell line. The most significantly enriched gene of the screen encodes a previously uncharacterized type I transmembrane protein, KIAA0319L (denoted hereafter as AAV receptor (AAVR)). We characterize AAVR as a protein capable of rapid endocytosis from the plasma membrane and trafficking to the trans-Golgi network. We show that AAVR directly binds to AAV2 particles, and that anti-AAVR antibodies efficiently block AAV2 infection. Moreover, genetic ablation of AAVR renders a wide range of mammalian cell types highly resistant to AAV2 infection. Notably, AAVR serves as a critical host factor for all tested AAV serotypes. The importance of AAVR for in vivo gene delivery is further highlighted by the robust resistance of Aavr−/− (also known as Au040320−/− and Kiaa0319l−/−) mice to AAV infection. Collectively, our data indicate that AAVR is a universal receptor involved in AAV infection.","278 Citations"
"1707258625-66","https://www.nature.com/nature/research-articles?year=2016&page=43","Observation of polar vortices in oxide superlattices","https://www.nature.com/articles/nature16463","The complex interplay of spin, charge, orbital and lattice degrees of freedom provides a plethora of exotic phases and physical phenomena1,2,3,4,5. In recent years, complex spin topologies have emerged as a consequence of the electronic band structure and the interplay between spin and spin–orbit coupling in materials6,7. Here we produce complex topologies of electrical polarization—namely, nanometre-scale vortex–antivortex (that is, clockwise–anticlockwise) arrays that are reminiscent of rotational spin topologies6—by making use of the competition between charge, orbital and lattice degrees of freedom in superlattices of alternating lead titanate and strontium titanate layers. Atomic-scale mapping of the polar atomic displacements by scanning transmission electron microscopy reveals the presence of long-range ordered vortex–antivortex arrays that exhibit nearly continuous polarization rotation. Phase-field modelling confirms that the vortex array is the low-energy state for a range of superlattice periods. Within this range, the large gradient energy from the vortex structure is counterbalanced by the corresponding large reduction in overall electrostatic energy (which would otherwise arise from polar discontinuities at the lead titanate/strontium titanate interfaces) and the elastic energy associated with epitaxial constraints and domain formation. These observations have implications for the creation of new states of matter (such as dipolar skyrmions, hedgehog states) and associated phenomena in ferroic materials, such as electrically controllable chirality.","592 Citations"
"1707258630-67","https://www.nature.com/nature/research-articles?year=2016&page=43","No iron fertilization in the equatorial Pacific Ocean during the last ice age","https://www.nature.com/articles/nature16453","","61 Citations"
"1707258634-68","https://www.nature.com/nature/research-articles?year=2016&page=43","Cryo-EM structure of the yeast U4/U6.U5 tri-snRNP at 3.7 Å resolution","https://www.nature.com/articles/nature16940","","156 Citations"
"1707258640-69","https://www.nature.com/nature/research-articles?year=2016&page=43","Multistage coupling of independent laser-plasma accelerators","https://www.nature.com/articles/nature16525","Laser-plasma accelerators (LPAs) are capable of accelerating charged particles to very high energies in very compact structures1. In theory, therefore, they offer advantages over conventional, large-scale particle accelerators. However, the energy gain in a single-stage LPA can be limited by laser diffraction, dephasing, electron-beam loading and laser-energy depletion1. The problem of laser diffraction can be addressed by using laser-pulse guiding2 and preformed plasma waveguides to maintain the required laser intensity over distances of many Rayleigh lengths3; dephasing can be mitigated by longitudinal tailoring of the plasma density4; and beam loading can be controlled by proper shaping of the electron beam5. To increase the beam energy further, it is necessary to tackle the problem of the depletion of laser energy, by sequencing the accelerator into stages, each powered by a separate laser pulse6. Here, we present results from an experiment that demonstrates such staging. Two LPA stages were coupled over a short distance (as is needed to preserve the average acceleration gradient) by a plasma mirror. Stable electron beams from a first LPA were focused to a twenty-micrometre radius—by a discharge capillary-based7 active plasma lens8—into a second LPA, such that the beams interacted with the wakefield excited by a separate laser. Staged acceleration by the wakefield of the second stage is detected via an energy gain of 100 megaelectronvolts for a subset of the electron beam. Changing the arrival time of the electron beam with respect to the second-stage laser pulse allowed us to reconstruct the temporal wakefield structure and to determine the plasma density. Our results indicate that the fundamental limitation to energy gain presented by laser depletion can be overcome by using staged acceleration, suggesting a way of reaching the electron energies required for collider applications6,9.","227 Citations"
"1707258644-70","https://www.nature.com/nature/research-articles?year=2016&page=43","Observing the Rosensweig instability of a quantum ferrofluid","https://www.nature.com/articles/nature16485","Ferrofluids exhibit unusual hydrodynamic effects owing to the magnetic nature of their constituents. As magnetization increases, a classical ferrofluid undergoes a Rosensweig instability1 and creates self-organized, ordered surface structures2 or droplet crystals3. Quantum ferrofluids such as Bose–Einstein condensates with strong dipolar interactions also display superfluidity4. The field of dipolar quantum gases is motivated by the search for new phases of matter that break continuous symmetries5,6. The simultaneous breaking of continuous symmetries such as the phase invariance in a superfluid state and the translational symmetry in a crystal provides the basis for these new states of matter. However, interaction-induced crystallization in a superfluid has not yet been observed. Here we use in situ imaging to directly observe the spontaneous transition from an unstructured superfluid to an ordered arrangement of droplets in an atomic dysprosium Bose–Einstein condensate7. By using a Feshbach resonance to control the interparticle interactions, we induce a finite-wavelength instability8 and observe discrete droplets in a triangular structure, the number of which grows as the number of atoms increases. We find that these structured states are surprisingly long-lived and observe hysteretic behaviour, which is typical for a crystallization process and in close analogy to the Rosensweig instability. Our system exhibits both superfluidity and, as we show here, spontaneous translational symmetry breaking. Although our observations do not probe superfluidity in the structured states, if the droplets establish a common phase via weak links, then our system is a very good candidate for a supersolid ground state9,10,11.","379 Citations"
"1707258651-71","https://www.nature.com/nature/research-articles?year=2016&page=42","Covariation of deep Southern Ocean oxygenation and atmospheric CO2 through the last ice age","https://www.nature.com/articles/nature16514","No single mechanism can account for the full amplitude of past atmospheric carbon dioxide (CO2) concentration variability over glacial–interglacial cycles1. A build-up of carbon in the deep ocean has been shown to have occurred during the Last Glacial Maximum2,3. However, the mechanisms responsible for the release of the deeply sequestered carbon to the atmosphere at deglaciation, and the relative importance of deep ocean sequestration in regulating millennial-timescale variations in atmospheric CO2 concentration before the Last Glacial Maximum, have remained unclear. Here we present sedimentary redox-sensitive trace-metal records from the Antarctic Zone of the Southern Ocean that provide a reconstruction of transient changes in deep ocean oxygenation and, by inference, respired carbon storage throughout the last glacial cycle. Our data suggest that respired carbon was removed from the abyssal Southern Ocean during the Northern Hemisphere cold phases of the deglaciation, when atmospheric CO2 concentration increased rapidly, reflecting—at least in part—a combination of dwindling iron fertilization by dust and enhanced deep ocean ventilation. Furthermore, our records show that the observed covariation between atmospheric CO2 concentration and abyssal Southern Ocean oxygenation was maintained throughout most of the past 80,000 years. This suggests that on millennial timescales deep ocean circulation and iron fertilization in the Southern Ocean played a consistent role in modifying atmospheric CO2 concentration.","157 Citations"
"1707258657-72","https://www.nature.com/nature/research-articles?year=2016&page=42","Biomass resilience of Neotropical secondary forests","https://www.nature.com/articles/nature16512","Land-use change occurs nowhere more rapidly than in the tropics, where the imbalance between deforestation and forest regrowth has large consequences for the global carbon cycle1. However, considerable uncertainty remains about the rate of biomass recovery in secondary forests, and how these rates are influenced by climate, landscape, and prior land use2,3,4. Here we analyse aboveground biomass recovery during secondary succession in 45 forest sites and about 1,500 forest plots covering the major environmental gradients in the Neotropics. The studied secondary forests are highly productive and resilient. Aboveground biomass recovery after 20 years was on average 122 megagrams per hectare (Mg ha−1), corresponding to a net carbon uptake of 3.05 Mg C ha−1 yr−1, 11 times the uptake rate of old-growth forests. Aboveground biomass stocks took a median time of 66 years to recover to 90% of old-growth values. Aboveground biomass recovery after 20 years varied 11.3-fold (from 20 to 225 Mg ha−1) across sites, and this recovery increased with water availability (higher local rainfall and lower climatic water deficit). We present a biomass recovery map of Latin America, which illustrates geographical and climatic variation in carbon sequestration potential during forest regrowth. The map will support policies to minimize forest loss in areas where biomass resilience is naturally low (such as seasonally dry forest regions) and promote forest regeneration and restoration in humid tropical lowland areas with high biomass resilience.","659 Citations"
"1707258661-73","https://www.nature.com/nature/research-articles?year=2016&page=42","New deep-sea species of Xenoturbella and the position of Xenacoelomorpha","https://www.nature.com/articles/nature16545","The discovery of four new Xenoturbella species from deep waters of the eastern Pacific Ocean is reported here. The genus and two nominal species were described from the west coast of Sweden1,2, but their taxonomic placement remains unstable3,4. Limited evidence placed Xenoturbella with molluscs5,6, but the tissues can be contaminated with prey7,8. They were then considered deuterostomes9,10,11,12,13. Further taxon sampling and analysis have grouped Xenoturbella with acoelomorphs (=Xenacoelomorpha) as sister to all other Bilateria (=Nephrozoa)14,15, or placed Xenacoelomorpha inside Deuterostomia with Ambulacraria (Hemichordata + Echinodermata)16. Here we describe four new species of Xenoturbella and reassess those hypotheses. A large species (>20 cm long) was found at cold-water hydrocarbon seeps at 2,890 m depth in Monterey Canyon and at 1,722 m in the Gulf of California (Mexico). A second large species (~10 cm long) also occurred at 1,722 m in the Gulf of California. The third large species (~15 cm long) was found at ~3,700 m depth near a newly discovered carbonate-hosted hydrothermal vent in the Gulf of California. Finally, a small species (~2.5 cm long), found near a whale carcass at 631 m depth in Monterey Submarine Canyon (California), resembles the two nominal species from Sweden. Analysis of whole mitochondrial genomes places the three larger species as a sister clade to the smaller Atlantic and Pacific species. Phylogenomic analyses of transcriptomic sequences support placement of Xenacoelomorpha as sister to Nephrozoa or Protostomia.","84 Citations"
"1707258666-74","https://www.nature.com/nature/research-articles?year=2016&page=42","Naturally occurring p16Ink4a-positive cells shorten healthy lifespan","https://www.nature.com/articles/nature16932","","1588 Citations"
"1707258671-75","https://www.nature.com/nature/research-articles?year=2016&page=42","Real-time, portable genome sequencing for Ebola surveillance","https://www.nature.com/articles/nature16996","The Ebola virus disease epidemic in West Africa is the largest on record, responsible for over 28,599 cases and more than 11,299 deaths1. Genome sequencing in viral outbreaks is desirable to characterize the infectious agent and determine its evolutionary rate. Genome sequencing also allows the identification of signatures of host adaptation, identification and monitoring of diagnostic targets, and characterization of responses to vaccines and treatments. The Ebola virus (EBOV) genome substitution rate in the Makona strain has been estimated at between 0.87 × 10−3 and 1.42 × 10−3 mutations per site per year. This is equivalent to 16–27 mutations in each genome, meaning that sequences diverge rapidly enough to identify distinct sub-lineages during a prolonged epidemic2,3,4,5,6,7. Genome sequencing provides a high-resolution view of pathogen evolution and is increasingly sought after for outbreak surveillance. Sequence data may be used to guide control measures, but only if the results are generated quickly enough to inform interventions8. Genomic surveillance during the epidemic has been sporadic owing to a lack of local sequencing capacity coupled with practical difficulties transporting samples to remote sequencing facilities9. To address this problem, here we devise a genomic surveillance system that utilizes a novel nanopore DNA sequencing instrument. In April 2015 this system was transported in standard airline luggage to Guinea and used for real-time genomic surveillance of the ongoing epidemic. We present sequence data and analysis of 142 EBOV samples collected during the period March to October 2015. We were able to generate results less than 24 h after receiving an Ebola-positive sample, with the sequencing process taking as little as 15–60 min. We show that real-time genomic surveillance is possible in resource-limited settings and can be established rapidly to monitor outbreaks.","828 Citations"
"1707258675-76","https://www.nature.com/nature/research-articles?year=2016&page=42","Late acquisition of mitochondria by a host with chimaeric prokaryotic ancestry","https://www.nature.com/articles/nature16941","The origin of eukaryotes stands as a major conundrum in biology1. Current evidence indicates that the last eukaryotic common ancestor already possessed many eukaryotic hallmarks, including a complex subcellular organization1,2,3. In addition, the lack of evolutionary intermediates challenges the elucidation of the relative order of emergence of eukaryotic traits. Mitochondria are ubiquitous organelles derived from an alphaproteobacterial endosymbiont4. Different hypotheses disagree on whether mitochondria were acquired early or late during eukaryogenesis5. Similarly, the nature and complexity of the receiving host are debated, with models ranging from a simple prokaryotic host to an already complex proto-eukaryote1,3,6,7. Most competing scenarios can be roughly grouped into either mito-early, which consider the driving force of eukaryogenesis to be mitochondrial endosymbiosis into a simple host, or mito-late, which postulate that a significant complexity predated mitochondrial endosymbiosis3. Here we provide evidence for late mitochondrial endosymbiosis. We use phylogenomics to directly test whether proto-mitochondrial proteins were acquired earlier or later than other proteins of the last eukaryotic common ancestor. We find that last eukaryotic common ancestor protein families of alphaproteobacterial ancestry and of mitochondrial localization show the shortest phylogenetic distances to their closest prokaryotic relatives, compared with proteins of different prokaryotic origin or cellular localization. Altogether, our results shed new light on a long-standing question and provide compelling support for the late acquisition of mitochondria into a host that already had a proteome of chimaeric phylogenetic origin. We argue that mitochondrial endosymbiosis was one of the ultimate steps in eukaryogenesis and that it provided the definitive selective advantage to mitochondria-bearing eukaryotes over less complex forms.","139 Citations"
"1707258679-77","https://www.nature.com/nature/research-articles?year=2016&page=42","Backbone NMR reveals allosteric signal transduction networks in the β1-adrenergic receptor","https://www.nature.com/articles/nature16577","G protein-coupled receptors (GPCRs) are physiologically important transmembrane signalling proteins that trigger intracellular responses upon binding of extracellular ligands. Despite recent breakthroughs in GPCR crystallography1,2,3, the details of ligand-induced signal transduction are not well understood owing to missing dynamical information. In principle, such information can be provided by NMR4, but so far only limited data of functional relevance on few side-chain sites of eukaryotic GPCRs have been obtained5,6,7,8,9. Here we show that receptor motions can be followed at virtually any backbone site in a thermostabilized mutant of the turkey β1-adrenergic receptor (β1AR)10,11,12. Labelling with [15N]valine in a eukaryotic expression system provides over twenty resolved resonances that report on structure and dynamics in six ligand complexes and the apo form. The response to the various ligands is heterogeneous in the vicinity of the binding pocket, but gets transformed into a homogeneous readout at the intracellular side of helix 5 (TM5), which correlates linearly with ligand efficacy for the G protein pathway. The effect of several pertinent, thermostabilizing point mutations was assessed by reverting them to the native sequence. Whereas the response to ligands remains largely unchanged, binding of the G protein mimetic nanobody NB80 and G protein activation are only observed when two conserved tyrosines (Y227 and Y343) are restored. Binding of NB80 leads to very strong spectral changes throughout the receptor, including the extracellular ligand entrance pocket. This indicates that even the fully thermostabilized receptor undergoes activating motions in TM5, but that the fully active state is only reached in presence of Y227 and Y343 by stabilization with a G protein-like partner. The combined analysis of chemical shift changes from the point mutations and ligand responses identifies crucial connections in the allosteric activation pathway, and presents a general experimental method to delineate signal transmission networks at high resolution in GPCRs.","130 Citations"
"1707258684-78","https://www.nature.com/nature/research-articles?year=2016&page=42","Re-engineering the zinc fingers of PRDM9 reverses hybrid sterility in mice","https://www.nature.com/articles/nature16931","","120 Citations"
"1707258688-79","https://www.nature.com/nature/research-articles?year=2016&page=42","Sub-particle reaction and photocurrent mapping to optimize catalyst-modified photoanodes","https://www.nature.com/articles/nature16534","The splitting of water photoelectrochemically into hydrogen and oxygen represents a promising technology for converting solar energy to fuel1,2. The main challenge is to ensure that photogenerated holes efficiently oxidize water, which generally requires modification of the photoanode with an oxygen evolution catalyst (OEC) to increase the photocurrent and reduce the onset potential3. However, because excess OEC material can hinder light absorption and decrease photoanode performance4, its deposition needs to be carefully controlled—yet it is unclear which semiconductor surface sites give optimal improvement if targeted for OEC deposition, and whether sites catalysing water oxidation also contribute to competing charge-carrier recombination with photogenerated electrons5. Surface heterogeneity6 exacerbates these uncertainties, especially for nanostructured photoanodes benefiting from small charge-carrier transport distances1,7,8. Here we use super-resolution imaging9,10,11,12,13, operated in a charge-carrier-selective manner and with a spatiotemporal resolution of approximately 30 nanometres and 15 milliseconds, to map both the electron- and hole-driven photoelectrocatalytic activities on single titanium oxide nanorods. We then map, with sub-particle resolution (about 390 nanometres), the photocurrent associated with water oxidation, and find that the most active sites for water oxidation are also the most important sites for charge-carrier recombination. Site-selective deposition of an OEC, guided by the activity maps, improves the overall performance of a given nanorod—even though more improvement in photocurrent efficiency correlates with less reduction in onset potential (and vice versa) at the sub-particle level. Moreover, the optimal catalyst deposition sites for photocurrent enhancement are the lower-activity sites, and for onset potential reduction the optimal sites are the sites with more positive onset potential, contrary to what is obtainable under typical deposition conditions. These findings allow us to suggest an activity-based strategy for rationally engineering catalyst-improved photoelectrodes, which should be widely applicable because our measurements can be performed for many different semiconductor and catalyst materials.","268 Citations"
"1707258691-80","https://www.nature.com/nature/research-articles?year=2016&page=42","Historical nectar assessment reveals the fall and rise of floral resources in Britain","https://www.nature.com/articles/nature16532","There is considerable concern over declines in insect pollinator communities and potential impacts on the pollination of crops and wildflowers1,2,3,4. Among the multiple pressures facing pollinators2,3,4, decreasing floral resources due to habitat loss and degradation has been suggested as a key contributing factor2,3,4,5,6,7,8. However, a lack of quantitative data has hampered testing for historical changes in floral resources. Here we show that overall floral rewards can be estimated at a national scale by combining vegetation surveys and direct nectar measurements. We find evidence for substantial losses in nectar resources in England and Wales between the 1930s and 1970s; however, total nectar provision in Great Britain as a whole had stabilized by 1978, and increased from 1998 to 2007. These findings concur with trends in pollinator diversity, which declined in the mid-twentieth century9 but stabilized more recently10. The diversity of nectar sources declined from 1978 to 1990 and thereafter in some habitats, with four plant species accounting for over 50% of national nectar provision in 2007. Calcareous grassland, broadleaved woodland and neutral grassland are the habitats that produce the greatest amount of nectar per unit area from the most diverse sources, whereas arable land is the poorest with respect to amount of nectar per unit area and diversity of nectar sources. Although agri-environment schemes add resources to arable landscapes, their national contribution is low. Owing to their large area, improved grasslands could add substantially to national nectar provision if they were managed to increase floral resource provision. This national-scale assessment of floral resource provision affords new insights into the links between plant and pollinator declines, and offers considerable opportunities for conservation.","244 Citations"
"1707258695-81","https://www.nature.com/nature/research-articles?year=2016&page=42","Optical attosecond pulses and tracking the nonlinear response of bound electrons","https://www.nature.com/articles/nature16528","The time it takes a bound electron to respond to the electromagnetic force of light sets a fundamental speed limit on the dynamic control of matter and electromagnetic signal processing. Time-integrated measurements of the nonlinear refractive index1 of matter indicate that the nonlinear response of bound electrons to optical fields is not instantaneous; however, a complete spectral characterization of the nonlinear susceptibility tensors2—which is essential to deduce the temporal response of a medium to arbitrary driving forces using spectral measurements—has not yet been achieved. With the establishment of attosecond chronoscopy3,4,5, the impulsive response of positive-energy electrons to electromagnetic fields has been explored through ionization of atoms6 and solids7 by an extreme-ultraviolet attosecond pulse8 or by strong near-infrared fields9,10,11. However, none of the attosecond studies carried out so far have provided direct access to the nonlinear response of bound electrons. Here we demonstrate that intense optical attosecond pulses synthesized in the visible and nearby spectral ranges allow sub-femtosecond control and metrology of bound-electron dynamics. Vacuum ultraviolet spectra emanating from krypton atoms, exposed to intense waveform-controlled optical attosecond pulses, reveal a finite nonlinear response time of bound electrons of up to 115 attoseconds, which is sensitive to and controllable by the super-octave optical field. Our study could enable new spectroscopies of bound electrons in atomic, molecular or lattice potentials of solids12, as well as light-based electronics operating on sub-femtosecond timescales and at petahertz rates13,14,15.","305 Citations"
