"Title","Year","Source title","Cited by","Link","Abstract"
"A rare case of multiple osteochondromas with short metatarsals and seizure","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089767329&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192009&partnerID=40&md5=7c73307e19710a1b3ba37c3878e5d83c","Multiple Osteochondromas desribed first in 1786 is an autosomal dominant inherited disorder with 100% penetrance manifesting more in males (M:F =1. 5:1) with a prevalence rate of 1:50000. The defect involves the tumour suppressor gene EXT 1 and EXT2. They appear in first decade of life with two or more bony outgrowths from the end of growing long bones and grow till puberty. They can arise from any bone except facial bones. They present with pain and symptoms due to pressure effects on the nerves, muscles, tendons, ligaments, brain and spinal cord and cause many type of deformities. Brachydacty l and relative shortening of metatarsals as well as possibility of seizure consequent to exostoses of skull bones have been described but has rarely been reported. Here we are presenting a case of MO with distinct shortening of metatarsals and seizure. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Study outcome of bone regeneration using bone grafts: A case","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089765827&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192291&partnerID=40&md5=e23a069b6b28c274e85e9092848add06","Bone grafts play a major role in the regeneration of bone .So they are a very important factor in the regeneration of bone particles. Bone molecules have been impacted in those bone substitutes which play a major role in the formation of bone . Bone loss is a common problem in dental field due to increased compressive forces on the tooth structure which causes distortion and tension. Dentistry today is more towards regeneration and access towards regaining lost structures and tissues. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Hypercalcemia of Malignancy in a Patient with Hypoparathyroidism: A Complicated but Treatable Condition","2019","Puerto Rico health sciences journal","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089787608&partnerID=40&md5=f822340414e90122394793685223af61","Hypercalcemia in hypoparathyroidism has rarely been described. A 55 year-old male patient with primary hypoparathyroidism, left eye melanoma, and Noonan's syndrome, was referred to the endocrinology clinics due to hypoparathyroidism. Laboratories showed serum calcium of 7.8 mg/d, and phosphate 4.8 mg/dl, while using calcium carbonate 1200 mg and vitamin D3 600 IU daily. Calcitriol 0.25 mcg daily was started and calcium carbonate discontinued. Abdominopelvic CT scan and thoracolumbar MRI, showed metastasis to liver, pancreas, and osteolytic lesions in spine, humerus, and ribs. Liver biopsy confirmed metastatic melanoma. Eight weeks later, serum calcium increased to 12 mg/dl. PTH, vitamin D 1,25-OH and PTHrP levels were within the lower range of normal compatible with hypercalcemia of malignancy, secondary to osteolytic disease. Zoledronic acid was added to treat hypercalcemia and bone pain. Our case demonstrates a successful treatment and monitoring of hypocalcemia after administration of bisphosphonate in a patient with hypoparathyroidism."
"Dwarf blackgum (Nyssa sylvatica) contains datable fire scars that complement an existing fire history","2019","Fire","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089838332&doi=10.3390%2ffire2040061&partnerID=40&md5=073135ba347a2f5f74f1a24db22a2361","Blackgum (Nyssa sylvatica) is a “consummate subordinate” hardwood tree species consigned to the mid-canopy of many eastern North American forests. Despite its wide distribution and ecological amplitude, blackgum is an underutilized tree species in fire history reconstructions within its range. In this study, I analyzed cross-section samples collected from 19 fire-scarred blackgum trees at a dry, nutrient-poor ridgetop study area in northeastern Pennsylvania. All but two of these samples were successfully crossdated, each containing between one and six fire scars. Fires recorded by blackgum occurred frequently, with site-level mean fire intervals between approximately three and five years. There was an increase in blackgum growth within two years following fire events, but this increase was not statistically significant and it was dependent on local fire regime characteristics. In addition, the blackgum fire-scar data increased the temporal and spatial resolution of an existing local fire history. These results provide evidence for the potential use of blackgum in fire history reconstructions, but applications may be limited by tree age, complacent growth that prevents crossdating, and the degree of rot resistance after scarring. © 2019 by the author. Licensee MDPI, Basel, Switzerland."
"The correlation between corrosion and dental implant failure-a review","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766002&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192349&partnerID=40&md5=3bafd29a33e812d5456677e542752888","The commonly used replacement for natural teeth are the titanium dental implants. In spite of many advancement in composition, methods, and structural design, implant failure is a also significant concern for the operating personnel and patient. The lack of Osseo integration is considered to be the major factors leading to the failure of implant. The Occlusal overload, compromised systemic status of the patient, smoking, and implant characteristics are among the other major causes for implant failure. The purpose of this condensed review is to discuss whether corrosion has to play a role in the failure of a dental implant. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Prevalence of BCR/ABL fusion gene expression in acute myeloid leukemia patients: A single center study","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766364&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192424&partnerID=40&md5=1888e14b03dffed6d1d3c65ea3c3bfb1","Introduction: One of the evolving defects in acute myeloid leukemia (AML) is the BCR/ABL fusion which is the trigger of chronic myeloid leukemia (CML). Differentiating Ph +ve AML from CML in blast crisis is an ongoing challenge. In our study, we tried to differentiate between both categories and determine the prevalence of this rare entity as well as its clinical and laboratory features. Patients and Method: We enrolled in our study 175 patients from the National Cancer Institute, Egypt; Conventional Karyotyping and qualitative RT PCR for BCR/ABL fusion proteins were done for all the patients. Positive cases were confirmed by FISH. Results: Five/175 patients were shown to have BCR/ABL translocation with an incidence of 2.8%. Four out of the five cases were having fusion protein p210 by RT PCR, while the fifth case was having neither p210 nor p190. Most criteria of differentiation were intermingling together. Conclusion: Further studies should be done to confirm or exclude this provisional entity. Moreover, introduction of BCR/ABL analysis in the routine may be a useful tool for introducing TKIs in these patients, which may improve the survival. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Modulatory effects of concanavalin A and D 609 on apoptotic markers in dimethylbenz (a) anthracene induced breast cancer in rats","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089765033&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192415&partnerID=40&md5=fd7cf4453c62960d16eb9c18eca584d4","The present study was conducted to evaluate the chemopreventive efficacy and modulatory effects of concanavalin A and D609; either individually or in combination, on some apoptotic markers in Dimethylbenz (a) anthracene (DBMA) induced breast cancer in rats. Breast cancer was induced in adult female albino rats by injection of DMBA (50 mg/kg b. wt.). After 15 weeks, animals and divided into four groups. One group did not receive any treatment and served as a tumor group. The other three groups were injected with concanavalin A (of 20 mg/kg b. wt.) or D609 (50 mg / kg b. wt.) or both components together for a period of 8 weeks. At the end of experimental period, animals of control and treated groups were sacrificed and samples of breast tissues were obtained and prepared for analysis of the apoptotic markers Bcl-2 (B -cell leukemia/ lymphoma 2), Bim (BcL2 interacting mediator), Bax (Bcl-2 associated X protein), Caspase 9, and Caspase 3. The results exhibited highly significant changes in apoptotic markers in cancer group as compared to normal control group, mainly represented by the increased levels of Bcl-2 and decreased levels of Bim, Bax and caspases 3 and 9. On the other hand, concanavalin A and D609 treatments induced significant modulatory effects on these markers. They induced significant decrease in Bcl-2 levels and increase in Bim, Bax and caspases 3 and 9 levels in all treated groups as compared to the DBMA-tumor group. These ameliorative changes were highly significant in the group of animals exposed to co-treatment of both materials. To conclude: the present study provides evidence that concanavalin A and D609 enhance apoptotic activity in DMBA-induced breast cancer in rats and suggests that the use of combination of the two therapies is recommended in the treatment of breast cancer. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"A comparison of leisure activities in patients before and after a stroke","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089767558&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192101&partnerID=40&md5=fefd17c4ed4dbe43b2abda48528455c6","This study analyzes the characteristics of leisure activities of stroke patients according to gender, and comparatively assesses their activity levels before and after the onset of the disease. Leisure activity-related data were collected from 125 stroke patients using the Korean-Activity Card Sort and analyzed according to gender. An independent t-test and paired t-test were conducted to compare the retained level of leisure activity (RLA) after stroke according to the patients’ general characteristics. Most of the leisure activities men and women continued with after stroke were passive ones that did not require exercise or rely on cognitive abilities. The RLA after stroke in both men and women demonstrated a statistically significant difference as their roles changed in accordance with age. Healthcare practitioners should analyze the leisure activities of stroke patients and provide interventions to help them retain the current level of leisure activity or engage in new leisure activities. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"A study on welfare measure of LIC employees with special reference to Salem division of Tamilnadu","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766469&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192024&partnerID=40&md5=7736cbad0f54732527dfa6f053302cff","The present research is an inquiry into the welfare facilities provided and the job satisfaction experienced in LIC Corporation Salem Division. The study seeks to find out which dimensions in the welfare Measure inventory significantly influence the level of job satisfaction in LIC employees of the Salem Division. This article undertaken 300 samples and adopted disproportionate random sampling method & reviews the meaning of Welfare Measure, various determinant of Welfare measure. It is an important feature of industrial relations and is a vital ingredient in smooth employer-employee relations. The research will analyses the influence of personal variables such as age, education and experience on the job satisfaction of employees in LIC. The main objectives of the study are to evaluate the welfare activity practices in the public sector organization. Employers offer extra incentives in the form of employee welfare schemes on order to increase employee welfare and to make it possible to persuade workers to accept mechanization. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Methicillin resistant staphylococcus aureus (MRSA) infection: Knowledge, preventive practices and colonisation among healthcare professionals of surgical units","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766106&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192020&partnerID=40&md5=cf2f384bd049cbf78df24851fb62fda8","Staphylococcus aureusis the most prevalent pathogen in hospitals and Methicillin Resistant Staphylococcus aureus (MRSA) is one of the major drug resistant strain. The severity may range from a minor skin infection to major life threatening septic shock. The objective of the study were to assess the knowledge of healthcare professionals (HCPs) on MRSA infection, to observe and to screen HCPs to detect MRSA colonization and decolonize them appropriately. Method: A cross sectional descriptive survey was conducted in surgical units of a tertiary care hospital, Southern India among 101 HCPs. The concealed observation of the infection control practices was done using observational checklist followed by which theHCPS were screened (anterior nares, throat and axilla or web spaces) to detect MRSA carrier status. Knowledge on MRSA infection and prevention was assessed through structured knowledge questionnaire. Results: Among 101 HCPs, 42% had excellent knowledge on transmission and prevention of MRSA. Observation of infection control practices revealed that there was good compliance in waste disposal and specimen collection but the compliance was low in hand hygiene, use of personal protective equipment and dressing. Out of 101 HCPs, 2.97% were found to be the carriers. Conclusion: Increase in the compliance towards hand hygiene and infection control practices would reduce the infection rate and also motivating the HCPs to follow standard precautions would contribute towards prevention of hospital acquired infections. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Attitude towards prescribed drugs in a rural training center of tertiary care hospital in puducherry: From patients perspective","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766468&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192078&partnerID=40&md5=9d1f930c12382e81916c66290cec27a9","Background: Patient’s information regarding the usage of drugs isn’t just of indispensable significance in the anticipation of medication related issues, yet in addition a central point that impacts treatment achievement and thus if given, it offers an open door for one to accomplish a full wellbeing potential. Objective: to reason out patients perspective regarding prescribed drugs and injections. Materials and Method: The study was carried out among patients attending rural training center at a tertiary hospital in Puducherry. Two hundred and sixty patients, who gave their informed consent, were enrolled by consecutive sampling method. A prevalidated questionnaire regarding knowledge, attitude about prescribed drugs and injections was filled up. Data was analyzed with suitable statistical tests. Results: 231(88.8%) patients took medications as prescribed by doctors. 226(86.9%) patients preferred low cost drugs since most of them came from low socio-economic status and 140(53.8%) patients were satisfied with medications without injections. Regarding knowledge, 73.8% of patients knew about the adverse effects of prescribed drugs (p value<0.01). 168(64.6%) of patients knew about the adverse effects of injections (p value<0.01) and hence only 80(30.8%) of them requested for injections. Conclusion: Patients had a positive attitude and knowledge regarding prescribed drugs and injections, while further awareness is needed about prescribed drugs and injections focusing on the patients general education and knowledge adverse drug events to empower them to choose healthier therapies. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Human development in India with special reference to health","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089764566&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192023&partnerID=40&md5=e328ad5e41203be1978f15e8203d74b1","Human resource development has been acknowledged to be a key factor in the process of economic growth, as the character and pace of economic and social development of any country are ultimately determined not by its capital of its material resources but by human resources. The abundant physical resources alone cannot benefit the growth of the country without human resources component, which transforms physical resources into productive resources. Human resource should also be looked after properly and continuously regarding various aspects like development and economic, social and psychological aspects. Public health facilities are allocated on the basis of primary health centers dispensaries through which preventive and primitive care is provided. India spends about 4.9 per cent of its GDP on health with the share of public expenditure fixed at 0.9 per cent compared to private is 4 per cent of private expenditure. The private healthcare is much larger and widespread than public health services. The improvement people in the health status been one of the major thrust areas for the social development programs of the country. Over the last five decades, India has built up vast health infrastructure and manpower at primary, secondary and tertiary care in government, voluntary and private sectors. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Prevalence of hearing loss among former mine workers of the former black homeland of the transkei, South africa","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089767314&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192234&partnerID=40&md5=38496e0aaf5b645890084489f911a511","Objective: To study the prevalence of loss of hearing among the retired mineworkers of the Transkei region of South Africa. Method: Between May 1997 and May 2011, 2 027 ex-mineworkers were examined at the Benefit Examination Clinic, which is located in the Chest Section of Umtata General Hospital (UGH), the teaching hospital of the University of Transkei Medical School in the Eastern Cape province of South Africa. Results: Hearing loss was indicated by 219 (54%) of the respondents, of whom 72 (33%) were between 40 and 59 years of age. Of the 182 (45%) of workers who had worked for between 10 to 19 years in the mines, 40 (22%) indicated experiencing a loss of hearing. A strong association between hearing loss and years spent mining was detected. Conclusion: Many (54%) of the ex-mine workers from the Transkei were found to be afflicted with hearing loss. Such a health problem demands much attention from occupational hygienists and the compensation authorities. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Magnitude of coexisting cognitive impairment and depression among elderly in urban field practice area of Mysuru city, Karnataka","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089767830&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192034&partnerID=40&md5=f35a8b9fff8cb0f0a6f2b13a9a3eb352","Background: Cognitive impairment(CI) is an important clinical issue among elderly patients with depression and has a more complex etiology. The objective of the present study was to screen a representative sample of adults aged ≥60 years for the prevalence of Cognitive Impairment and Depression. Method: A Community based Cross-sectional study done among 290 elderly in a declared slum area, Medar’s block, Mysuru city, Karnataka. Standard tools like Mini-Cog questionnaire was used to assess Cognitive Impairment and Geriatric Depression Scale(GDS) to estimate the prevalence of depression. Results: Among the study participants, 201(69.3%) belonged to the age group of 60-69 years and most of them belonged to medium Standard of living Index(SLI) 201(69%). The prevalence of cognitive impairment was 132(45.5 %) and suggestive depression was seen in 141(48.6%) of the elderly. Conclusion: There was an association between cognitive impairment and depression which in turn had a significant impact on activities of daily living. Early diagnosis of these problems with appropriate intervention can bring about significant change in the quality of life among the elderly. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Management of flabby and compressible ridge in maxilla using double tray impression technique―a case report","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766983&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192372&partnerID=40&md5=794cb1ff57311df11242c0a5fdec0b86","Construction of complete dentures and its performance in function depend on accurate impression of the denture bearing and limiting areas. Complete denture fabrication in clinically compromised situations such as flabby ridges is a challenging task for the clinician. In this case report, a newer technique was proposed of impression making of the flabby ridge using a double tray to ensure an accurate and easy impression of these tissues. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Esthetic and prosthetic rehabilitation of maxillary lateral incisor: A case report","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089764201&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f191967&partnerID=40&md5=e3d44df784207652bef4ea873b6c5395","The key factors in achieving successful outcomes after implant placement immediately after tooth extraction is a correct diagnosis and treatment planning. The efficacy of immediate implant placement has been established and shown to be predictable if reasonable guidelines are followed. The reasons for tooth extraction may include but not limit to: insufficient crown to root ratios, remaining root length, periodontal attachment levels, periodontal health of teeth adjacent to the proposed implant sites, unrestorable caries, root fractures with large endodontic posts and questionable teeth in need of endodontic retreatment. The most esthetically challenging in implant placement is the maxillary anterior region. The reason being that tooth loss leads to resorption of bone and collapse in gingival architecture leading to esthetic compromise and inadequate bone for implant placement. Also, the advantages of placing Immediate implant into freshly extracted socket reduces the treatment time, cost, and increases the patient comfort. This case report describes the procedure for immediate implant placement in fresh extraction socket. Clinical and radiographic examination revealed width and length of the tooth for selecting implant size and design. Implant was successfully loaded and was functional during 24 months follow up period. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Evaluation and comparison of root proximity of maxillary and mandibular interradicular sites for mini implant placement using orthopantomogram and cone beam computed tomography","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089767319&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192304&partnerID=40&md5=00378b51af1b62238e5acd4cea778742","The purpose of this study is to evaluate and compare the root proximity of maxillary and mandibular inter radicular sites using orthopantomogram (OPG) and cone beam computed tomograph (CBCT) for the primary stability of mini implants. The cone beam computed tomographic images and orthopantomographic images of 70 subjects were taken. The interdental sites from distal of canine to mesial of second molar are examined for root proximity. The root proximity was measured at four levels from cementoenamel junction in 70 CBCT and OPG images. The results showed a statistically significant difference between the values obtained from CBCT and OPG images; the root proximity was least 6mm above the cementoenamel junction in maxilla and mandible in the range of 1.09-3.62mm, 1.45-4.17 mm respectively. The study concluded that CBCT images are more accurate and reliable. At 5mm from CEJ in the region between the first molar and second premolar in maxilla and in the area between first molar to first premolar in mandible the root proximity is least and adequate for mini implant placement. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Awareness regarding heart diseases among middle aged adults in a rural area of Rupandehi district","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766625&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192057&partnerID=40&md5=64c003d34d508d4fc7677f6ee10aa465","Cardiovascular diseases (CVDs) are the number one cause of death globally. Lack of awareness about CVDs risk can lead to delays in seeking treatment and increased risk for sudden death. This study was conducted to assess the awareness on heart diseases among middle-aged adults in a rural area of Rupandehi district, Nepal.Descriptive cross-sectional study was conducted among 107 middle-aged adults of Shudhodhan rural municipality, Rupandehi district. The samples were selected by non-probability purposive sampling technique. Pretested and pre validated semi-structured questionnaire was used for data collection. The data was analyzed using SPSS 16.0 version.More than half of the respondents (55.14%) had high level awareness on heart disease.About 71.03% had family history of heart diseases.Regarding risk factors of heart diseases cent percent respondents were aware of alcoholism,98.13% were aware of smoking, 47.66 % were aware of family history and 14.02% were aware of menopause. 99.07% respondents were aware of elevated blood pressure and chest pain as cardinal symptoms of heart diseases. The study reveals that respondents had low awareness on family history as risk factor of heart diseases whereas there is statistically significant association between family history of respondents and level of awareness regarding heart disease (p=0.002). Respondents (14.02%) also had low awareness on lifestyle changes with medicines as management of heart disease. Hence it is necessary to educate people about heart diseases risk factors and lifestyle changes for management and prevention of heart diseases. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Soft tissue predictions in orthodontics―A review","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089766504&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192380&partnerID=40&md5=a90fbec57d1b7fcd8652ad0767d2a322","The soft tissue covering the teeth and bone is highly variable in its thickness, and this variation may be greater than the variation found in the position and size of the teeth and bone. An esthetically pleasing face is regarded as one in which various facial features are well proportioned and balanced and relate well to other facial features. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Impact of food allergy on adolescent’s quality of life","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089768137&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192231&partnerID=40&md5=13f09ef17eef3411b5e62287302a56cc","Background: Food allergy is a major problem in both developed and developing countries and seems to increase over the past 10-15 years. Due to the incomplete understanding of the effects of food allergy on health-related quality of life (HRQL) among adolescents. This study aimed to identify the impact of food allergy on adolescent’s quality of life. Method: In this cross-sectional study, 144 adolescents aged 12-18 years who objectively-diagnosed having food allergy were included. Adolescents were interviewed and completed questionnaire sheet consisted of two parts, the first part for personal data and the second part included questions about types of allergic foods, signs and symptoms and complications of allergy, also they completed specific food allergy quality of life questionnaire-teenager form. Results: Shows that, the average score of the food allergies scale is (167.93), which is in the high range. The average quality of life measure for adolescents is 105.42 degrees, which is considereda low level of quality of life as a whole. There is a negative correlation between food allergies in adolescents and the quality of life dimensions at the level of significance p= 0.05, which highlights the importance of the current study. Conclusions: The present study concluded that food allergy has a high impact on the quality of life of adolescents and there are negative correlations between adolescent food allergies and the quality of life from all dimensions. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Immunomodulators in oral diseases: An update","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089767322&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192265&partnerID=40&md5=9158696447fa348ae126967799c32205","Immune-mediated diseases are some of the diseases that affect the patient’s quality of daily life due to their chronic nature. Of which most of them are mucocutaneous diseases and they involve the oral cavity. The treatment of these diseases is oftentimes challenging due to their immunological nature, comorbidity, frequent relapses and long term use of medications and their complications. Immunomodulators are the most rapidly developing current trend. They are used quite often for a large number of these diseases. This article discusses some of the lesions where immunomodulatory drugs are used. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Effect of positive dental video on dental anxiety in children using Chota Bheem-Chutki scale","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089765662&doi=10.37506%2fvl0%2fil2%2f2019%2fijphrd%2f192358&partnerID=40&md5=7a8e6bbcad53d0fbe524eb7477c307da","Context: Dentists should detect the patient’s level of anxiety and eliminate the anxiety prior to the treatment to provide a successful treatment and to establish a positive attitude towards dentistry Aim: To evaluate the effect of exposure to positive dental experience video on dental anxiety among 6 to 11 years old children using Venhams picture test and Chota Bheem-Chutki scale. Method and Material: Hundred children between 6 to 11 years were selected randomly for the study. Pre intervention anxiety level was recorded using Chota Bheem Chutki scale (CBCS) and Venham picture test (VPT) while the children were sitting in the waiting area. After that the positive dental experience video was shown to the children for 2 minutes. Later, the anxiety level of children was again measured using both the scales. That was taken as the post intervention scores.. Statistical analysis used: All the scores were statistically analyzed by SPSS version 22. Paired t test was used to compare the scores obtained from both the scales and Pearson correlation test was performed to obtain correlation among the scales used in the study. Results: The mean anxiety score of children before intervention and after intervention using VPT was 3.25 ± 1.67 and 0.43 ± 1.32; for CBCS was 1.84 ± 0.71 and 1.05 ± 0.21. The difference between intervention and after intervention value was highly statistically significant p-value <0.001 Conclusions: This study showed that exposure to positive dental video can significantly reduce anticipatory dental anxiety in children. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"A study on estimation of chlorine in drinking water in an urban slum of Guntur district","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089763584&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192184&partnerID=40&md5=20445e27dca1f1bf4fd55745100dfa2a","Background: The share of urban population to the total population of India has increased from 27.81% in 2001 to 31.16% in 2011. This increase has also been accompanied by rapid growth of slums in cities. The 2011 Census of India reveals that 17.4% of urban households in India live in slums This survey was conducted in the urban slum area of Anandapet, Guntur. Objective: estimating the quality of drinking water, storage method at household level and waste disposal of both solid and sewage in that area and also to estimate chlorine levels in the drinking water consumed by the residents in the wake of the recent GE (gastroenteritis) epidemic in Guntur. Methodology: A community based Cross-sectional study was carried out during May to June 2018 with the objective of estimating the quality of drinking water, storage method at household level and waste disposal of both solid and sewage in that area. Results: 77(38.5%) houses do not follow any method of disinfection of water. Whereas 70(35%) houses follow boiling. 38(19%) houses use filter, and 15(7.5%) use water purifier for disinfection of water. Among those 70 houses that boil the water, 59 houses use different well maintained vessel for storage of boiled water and 11 houses use same vessel for storage of boiled water. Conclusions: Majority of the households in the study area had access to improved source of drinking water. But a few households practiced unhealthy storage and treatment practices like cleaning the overhead tank/ sumps once a month or once in 15 days, not treating water prior to consumption, dipping the glass into the water drum. Absence of free chlorine suggests the need for attention by the concerned authorities and the households. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Chronic periodontitis and hypertension: A systematic review","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089762256&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192292&partnerID=40&md5=fabcfcc90e88b46b73cbdf89e5b66071","Aim: To conduct a systematic review evaluating associations between periodontal disease and hypertension. Method: A MEDLINE literature search of papers published between 2000 and March 2016 was conducted. Cross-sectional studies, prospective studies and nested case-control studies that studied the association between periodontitis and hypertension formed the mainstay of this literature review. This systematic review was conducted on the guidelines of the Cochrane Systematic Reviews and the conclusive evidence was based on the Canadian task force on preventive health care guidelines. Results: A total of 21 articles were searched for relevancy, determined by article title, abstract and full copy, resulting in a yield of 17 studies that met our inclusion criteria. 1) There is a fair evidence (II-2 Grade B recommendation) for an association between chronic periodontitis and blood pressure with OR of 2.93 (95% CI:1.25-6.84) but the association becomes stronger when restricted with those with hypertension or taking anti-hypertensive medications: OR = 4.20(95% CI:1.28-13.80). 2) A good evidence (I, Grade A recommendation) that intensive periodontal therapy decrease cardiovascular risk scores (Framingham) at 296 mm (1.53% F 1.20% (95% CI 1.05-2.24, P = .0290) and 2.00% F 1.42% (95% CI 0.98-4.09, P = .0568). Conclusions: With the available literature we conclude that, 1. There is a fair evidence for an association between chronic periodontitis and hypertension. 2. Intensive periodontal therapy reduces the systemic inflammatory markers and systolic blood pressure imminently at 6 months after the end of periodontal treatment. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
"Ultrasound-an eyeopener in the diagnosis of maxillofacial lesions-a case report","2019","Indian Journal of Public Health Research and Development","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089760870&doi=10.37506%2fv10%2fi12%2f2019%2fijphrd%2f192347&partnerID=40&md5=f508d8d81a15718734c38cd086331ab0","Vascular anomaly is the term used to implicate various vascular pathology, including proliferating vascular tumors and vascular malformations. Vascular malformation of the parotid gland is a rare condition where very few cases have been reported in the literature. The clinical and radiological features of vascular malformations often mimic those of other pathologic entities, causing diagnostic confusion. Furthermore, the imaging appearance of low flow and high flow vascular malformations can vary, making the diagnosis challenging. Here we report a case of a 40 years old, female who presented with the complaint of swelling in the left parotid region for one year. Imaging revealed a vascular malformation involving the left parotid gland. Superficial Parotidectomy was planned. © 2019, Indian Journal of Public Health Research and Development. All rights reserved."
